1,1,8,1
2,8,1,1
3,1,50,1
4,50,1,1
5,1,74,1
6,74,1,1
7,2,59,1
8,59,2,1
9,2,31,1
10,31,2,1
11,2,73,1
12,73,2,1
13,3,45,1
14,45,3,1
15,3,79,1
16,79,3,1
17,3,24,1
18,24,3,1
19,4,10,1
20,10,4,1
21,4,41,1
22,41,4,1
23,4,66,1
24,66,4,1
25,5,93,1
26,93,5,1
27,5,43,1
28,43,5,1
29,5,88,1
30,88,5,1
31,6,28,1
32,28,6,1
33,6,30,1
34,30,6,1
35,6,41,1
36,41,6,1
37,7,13,1
38,13,7,1
39,7,70,1
40,70,7,1
41,7,10,1
42,10,7,1
43,8,58,1
44,58,8,1
45,8,61,1
46,61,8,1
47,8,34,1
48,34,8,1
49,9,100,1
50,100,9,1
51,9,79,1
52,79,9,1
53,9,17,1
54,17,9,1
55,10,36,1
56,36,10,1
57,10,98,1
58,98,10,1
59,11,27,1
60,27,11,1
61,11,13,1
62,13,11,1
63,11,68,1
64,68,11,1
65,12,34,1
66,34,12,1
67,12,80,1
68,80,12,1
69,12,50,1
70,50,12,1
71,13,80,1
72,80,13,1
73,13,22,1
74,22,13,1
75,14,68,1
76,68,14,1
77,14,73,1
78,73,14,1
79,14,94,1
80,94,14,1
81,15,37,1
82,37,15,1
83,15,86,1
84,86,15,1
85,15,46,1
86,46,15,1
87,16,29,1
88,29,16,1
89,16,92,1
90,92,16,1
91,16,95,1
92,95,16,1
93,17,58,1
94,58,17,1
95,17,54,1
96,54,17,1
97,17,45,1
98,45,17,1
99,18,69,1
100,69,18,1
101,18,91,1
102,91,18,1
103,18,25,1
104,25,18,1
105,19,97,1
106,97,19,1
107,19,31,1
108,31,19,1
109,19,23,1
110,23,19,1
111,20,67,1
112,67,20,1
113,20,50,1
114,50,20,1
115,20,25,1
116,25,20,1
117,21,54,1
118,54,21,1
119,21,78,1
120,78,21,1
121,21,29,1
122,29,21,1
123,22,34,1
124,34,22,1
125,22,99,1
126,99,22,1
127,22,82,1
128,82,22,1
129,23,36,1
130,36,23,1
131,23,66,1
132,66,23,1
133,23,64,1
134,64,23,1
135,24,37,1
136,37,24,1
137,24,26,1
138,26,24,1
139,24,70,1
140,70,24,1
141,25,95,1
142,95,25,1
143,25,30,1
144,30,25,1
145,26,96,1
146,96,26,1
147,26,52,1
148,52,26,1
149,26,99,1
150,99,26,1
151,27,89,1
152,89,27,1
153,27,83,1
154,83,27,1
155,27,53,1
156,53,27,1
157,28,67,1
158,67,28,1
159,28,38,1
160,38,28,1
161,28,39,1
162,39,28,1
163,29,45,1
164,45,29,1
165,29,98,1
166,98,29,1
167,30,72,1
168,72,30,1
169,30,38,1
170,38,30,1
171,31,59,1
172,59,31,1
173,31,78,1
174,78,31,1
175,32,98,1
176,98,32,1
177,32,95,1
178,95,32,1
179,32,46,1
180,46,32,1
181,33,76,1
182,76,33,1
183,33,36,1
184,36,33,1
185,33,99,1
186,99,33,1
187,34,43,1
188,43,34,1
189,35,100,1
190,100,35,1
191,35,69,1
192,69,35,1
193,35,61,1
194,61,35,1
195,36,58,1
196,58,36,1
197,37,95,1
198,95,37,1
199,37,96,1
200,96,37,1
201,38,69,1
202,69,38,1
203,38,63,1
204,63,38,1
205,39,43,1
206,43,39,1
207,39,66,1
208,66,39,1
209,39,83,1
210,83,39,1
211,40,53,1
212,53,40,1
213,40,68,1
214,68,40,1
215,40,96,1
216,96,40,1
217,41,72,1
218,72,41,1
219,41,91,1
220,91,41,1
221,42,58,1
222,58,42,1
223,42,91,1
224,91,42,1
225,42,80,1
226,80,42,1
227,43,73,1
228,73,43,1
229,44,99,1
230,99,44,1
231,44,96,1
232,96,44,1
233,44,55,1
234,55,44,1
235,45,90,1
236,90,45,1
237,46,61,1
238,61,46,1
239,46,71,1
240,71,46,1
241,47,95,1
242,47,67,1
243,67,47,1
244,47,64,1
245,64,47,1
246,48,91,1
247,91,48,1
248,48,51,1
249,51,48,1
250,48,60,1
251,60,48,1
252,49,86,1
253,86,49,1
254,49,73,1
255,73,49,1
256,49,97,1
257,97,49,1
258,50,86,1
259,86,50,1
260,51,69,1
261,69,51,1
262,51,80,1
263,80,51,1
264,51,53,1
265,53,51,1
266,52,96,1
267,52,97,1
268,97,52,1
269,52,93,1
270,93,52,1
271,53,92,1
272,92,53,1
273,54,70,1
274,70,54,1
275,54,98,1
276,98,54,1
277,55,63,1
278,63,55,1
279,55,78,1
280,78,55,1
281,55,62,1
282,62,55,1
283,56,69,1
284,56,96,1
285,56,77,1
286,77,56,1
287,57,68,1
288,68,57,1
289,57,75,1
290,75,57,1
291,57,73,1
292,59,61,1
293,61,59,1
294,59,95,1
295,60,85,1
296,85,60,1
297,60,90,1
298,90,60,1
299,60,94,1
300,94,60,1
301,62,70,1
302,70,62,1
303,62,81,1
304,81,62,1
305,62,64,1
306,64,62,1
307,63,77,1
308,77,63,1
309,63,98,1
310,64,76,1
311,76,64,1
312,65,81,1
313,81,65,1
314,65,98,1
315,65,77,1
316,77,65,1
317,66,98,1
318,67,82,1
319,82,67,1
320,71,79,1
321,79,71,1
322,71,100,1
323,100,71,1
324,71,84,1
325,84,71,1
326,72,74,1
327,74,72,1
328,72,77,1
329,77,72,1
330,74,86,1
331,86,74,1
332,74,99,1
333,75,77,1
334,75,79,1
335,79,75,1
336,75,92,1
337,92,75,1
338,76,98,1
339,76,89,1
340,89,76,1
341,78,90,1
342,90,78,1
343,81,94,1
344,94,81,1
345,81,86,1
346,82,96,1
347,82,86,1
348,83,98,1
349,83,84,1
350,84,83,1
351,84,100,1
352,100,84,1
353,84,97,1
354,97,84,1
355,85,99,1
356,85,89,1
357,89,85,1
358,85,96,1
359,87,91,1
360,87,94,1
361,94,87,1
362,87,100,1
363,88,90,1
364,90,88,1
365,88,99,1
366,88,93,1
367,93,88,1
368,89,99,1
369,92,95,1
370,93,96,1
